planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,limbdark_1,limbdark_2,pmass,prad,period,epoch,impact,ecc,omega,depth,duration,ror,dor,snr,ttv_type
S00312.01,SIMULATED,K00312,7050989,2,12.459,1.176,0.086,-0.097,1.219,0.229,-0.171,-0.039,0.139,-0.146,0.329,0.302,4.356,1.894,46.4435,36.25553,0.192,0.098,-1.74,202,8.268,0.014,47.064,34.643,eccentric
S00312.02,SIMULATED,K00312,7050989,2,12.459,1.176,0.086,-0.097,1.219,0.229,-0.171,-0.039,0.139,-0.146,0.329,0.302,1.617,1.175,132.20313,131.96806,0.926,0.066,-2.859,78,4.346,0.009,94.529,7.276,eccentric
S02076.01,SIMULATED,K02076,9517393,2,15.273,1.17,0.12,-0.16,1.0,0.252,-0.108,0.218,0.186,-0.124,0.366,0.284,3.235,1.69,43.0412,8.93309,0.855,0.045,-1.431,240,3.459,0.015,54.475,7.534,eccentric
S02076.02,SIMULATED,K02076,9517393,2,15.273,1.17,0.12,-0.16,1.0,0.252,-0.108,0.218,0.186,-0.124,0.366,0.284,8.504,2.799,88.98607,53.77041,0.621,0.051,-3.037,658,6.304,0.026,88.407,18.421,eccentric
S02011.01,SIMULATED,K02011,5384079,2,12.556,1.327,0.103,-0.113,0.893,0.267,-0.178,0.419,0.149,-0.141,0.296,0.317,1.763,1.176,13.53273,10.74055,0.247,0.248,2.863,145,3.13,0.012,29.399,27.517,eccentric
S02011.02,SIMULATED,K02011,5384079,2,12.556,1.327,0.103,-0.113,0.893,0.267,-0.178,0.419,0.149,-0.141,0.296,0.317,8.081,2.786,28.64564,20.77234,0.833,0.031,1.83,817,2.644,0.029,48.467,104.992,eccentric
S00448.01,SIMULATED,K00448,5640085,2,14.902,0.452,0.034,-0.041,0.503,0.037,-0.041,0.7,0.066,-0.088,0.277,0.401,5.296,2.13,14.65195,2.62734,0.496,0.029,-0.877,1507,2.717,0.039,38.458,67.997,eccentric
S00448.02,SIMULATED,K00448,5640085,2,14.902,0.452,0.034,-0.041,0.503,0.037,-0.041,0.7,0.066,-0.088,0.277,0.401,5.526,2.01,43.40434,20.99334,0.628,0.073,-2.797,1341,3.526,0.037,79.325,36.469,eccentric
S02172.01,SIMULATED,K02172,4173026,2,15.104,0.803,0.114,-0.093,1.15,0.281,-0.141,-0.129,0.208,-0.164,0.393,0.268,5.341,2.178,5.58424,3.94937,0.003,0.153,2.008,301,3.524,0.017,10.703,17.6,eccentric
S02172.02,SIMULATED,K02172,4173026,2,15.104,0.803,0.114,-0.093,1.15,0.281,-0.141,-0.129,0.208,-0.164,0.393,0.268,7.937,2.701,18.42097,7.15489,0.539,0.038,0.473,463,5.058,0.022,23.718,16.031,eccentric
S03271.02,SIMULATED,K03271,7285757,2,15.717,0.922,0.089,-0.065,0.773,0.137,-0.059,0.45,0.148,-0.087,0.398,0.266,3.674,1.645,20.67733,9.4534,0.142,0.01,-2.623,380,4.015,0.02,39.93,13.165,eccentric
S03271.01,SIMULATED,K03271,7285757,2,15.717,0.922,0.089,-0.065,0.773,0.137,-0.059,0.45,0.148,-0.087,0.398,0.266,11.225,3.432,51.82008,46.14866,0.196,0.276,1.481,1657,4.142,0.041,73.673,36.637,eccentric
S00255.02,SIMULATED,K00255,7021681,2,15.108,0.496,0.034,-0.042,0.389,0.036,-0.043,1.074,0.063,-0.09,0.422,0.304,6.956,2.665,219.6867,140.3975,0.903,0.024,0.763,3942,2.967,0.063,311.714,47.526,eccentric
S00255.01,SIMULATED,K00255,7021681,2,15.108,0.496,0.034,-0.042,0.389,0.036,-0.043,1.074,0.063,-0.09,0.422,0.304,2.584,1.457,342.93174,189.82452,0.815,0.114,2.113,1178,3.599,0.034,419.462,11.858,eccentric
S01599.02,SIMULATED,K01599,5474613,2,14.802,1.009,0.115,-0.127,1.001,0.291,-0.104,0.151,0.215,-0.122,0.41,0.26,5.865,2.241,15.42247,2.1304,0.509,0.094,-1.182,421,4.351,0.021,26.118,26.728,eccentric
S01599.01,SIMULATED,K01599,5474613,2,14.802,1.009,0.115,-0.127,1.001,0.291,-0.104,0.151,0.215,-0.122,0.41,0.26,12.792,3.847,43.57694,9.45128,0.099,0.096,1.978,1241,6.01,0.035,52.202,56.195,eccentric
S01889.02,SIMULATED,K01889,11074178,2,15.338,0.787,0.098,-0.109,0.874,0.236,-0.079,0.22,0.204,-0.105,0.386,0.271,8.929,3.084,17.98185,6.5321,0.404,0.034,-1.622,1046,4.426,0.032,30.511,36.564,eccentric
S01889.01,SIMULATED,K01889,11074178,2,15.338,0.787,0.098,-0.109,0.874,0.236,-0.079,0.22,0.204,-0.105,0.386,0.271,6.951,2.479,54.82281,25.41739,0.931,0.305,1.458,676,2.057,0.026,64.151,11.561,eccentric
S00295.01,SIMULATED,K00295,11547513,2,12.324,1.012,0.067,-0.067,0.987,0.164,-0.12,0.171,0.125,-0.123,0.351,0.289,4.807,2.138,11.86493,5.7666,0.384,0.263,-1.379,394,5.004,0.02,22.263,84.469,eccentric
S00295.02,SIMULATED,K00295,11547513,2,12.324,1.012,0.067,-0.067,0.987,0.164,-0.12,0.171,0.125,-0.123,0.351,0.289,3.377,1.579,14.87451,1.63899,0.883,0.026,-0.629,214,2.229,0.015,25.885,36.013,eccentric
S01920.02,SIMULATED,K01920,8218379,2,14.64,0.765,0.083,-0.102,0.706,0.164,-0.059,0.486,0.162,-0.087,0.434,0.243,1.95,1.235,5.47137,0.93065,0.07,0.038,-2.203,256,2.582,0.016,16.918,27.942,eccentric
S01920.01,SIMULATED,K01920,8218379,2,14.64,0.765,0.083,-0.102,0.706,0.164,-0.059,0.486,0.162,-0.087,0.434,0.243,5.82,2.355,14.1991,6.11514,0.59,0.129,-1.67,934,3.263,0.031,31.95,66.09,eccentric
S00986.01,SIMULATED,K00986,2854698,2,14.138,0.76,0.057,-0.036,0.876,0.056,-0.063,0.203,0.06,-0.076,0.509,0.196,7.277,2.479,10.58146,6.91427,0.81,0.012,-1.389,673,2.439,0.026,21.137,51.428,eccentric
S00986.02,SIMULATED,K00986,2854698,2,14.138,0.76,0.057,-0.036,0.876,0.056,-0.063,0.203,0.06,-0.076,0.509,0.196,8.179,2.819,21.33514,12.36847,0.4,0.244,2.991,870,4.29,0.03,33.735,51.021,eccentric
S03440.01,SIMULATED,K03440,3559860,2,15.606,1.076,0.059,-0.073,1.289,0.163,-0.054,-0.15,0.131,-0.059,0.41,0.26,3.957,1.909,3.75937,3.11646,0.321,0.026,-1.07,184,3.503,0.014,8.087,9.999,eccentric
S03440.02,SIMULATED,K03440,3559860,2,15.606,1.076,0.059,-0.073,1.289,0.163,-0.054,-0.15,0.131,-0.059,0.41,0.26,10.894,3.211,7.55449,0.97751,0.513,0.118,-2.638,521,4.181,0.023,12.878,21.286,eccentric
S00123.01,SIMULATED,K00123,5094751,2,12.365,1.013,0.057,-0.047,1.26,0.058,-0.058,-0.146,0.043,-0.046,0.347,0.291,6.801,2.622,7.80085,5.96491,0.833,0.077,-2.15,364,2.832,0.019,13.194,116.138,eccentric
S00123.02,SIMULATED,K00123,5094751,2,12.365,1.013,0.057,-0.047,1.26,0.058,-0.058,-0.146,0.043,-0.046,0.347,0.291,2.283,1.351,13.0885,6.68903,0.582,0.133,-1.755,96,5.054,0.01,18.63,27.695,eccentric
S02768.01,SIMULATED,K02768,9008737,2,15.228,1.267,0.081,-0.095,0.281,0.327,-0.064,1.906,0.259,-0.083,0.413,0.257,4.929,2.164,6.18149,1.70632,0.626,0.106,-1.922,4988,0.83,0.071,54.593,306.322,eccentric
S02768.02,SIMULATED,K02768,9008737,2,15.228,1.267,0.081,-0.095,0.281,0.327,-0.064,1.906,0.259,-0.083,0.413,0.257,1.811,1.23,11.02435,4.8637,0.064,0.05,-1.588,1610,1.145,0.04,80.287,75.232,eccentric
S00738.01,SIMULATED,K00738,10358759,2,15.282,0.973,0.046,-0.069,0.742,0.067,-0.042,0.526,0.067,-0.053,0.393,0.268,4.375,2.045,10.44244,3.30645,0.648,0.189,3.011,638,2.263,0.025,26.859,25.362,eccentric
S00738.02,SIMULATED,K00738,10358759,2,15.282,0.973,0.046,-0.069,0.742,0.067,-0.042,0.526,0.067,-0.053,0.393,0.268,1.887,1.225,13.77799,6.78344,0.629,0.254,-3.103,229,2.537,0.015,32.311,8.107,eccentric
S01910.02,SIMULATED,K01910,8226050,2,14.685,0.82,0.053,-0.028,0.959,0.042,-0.072,0.118,0.046,-0.085,0.582,0.145,9.338,2.992,22.04198,3.22262,0.038,0.083,-1.422,818,5.821,0.029,32.299,51.789,eccentric
S01910.01,SIMULATED,K01910,8226050,2,14.685,0.82,0.053,-0.028,0.959,0.042,-0.072,0.118,0.046,-0.085,0.582,0.145,8.623,2.836,67.63758,11.77627,0.094,0.314,-2.036,735,10.23,0.027,68.205,31.958,eccentric
S02098.01,SIMULATED,K02098,6105462,2,13.838,1.324,0.16,-0.117,1.484,0.335,-0.274,-0.244,0.198,-0.275,0.292,0.302,10.728,3.23,5.36031,0.12793,0.637,0.033,1.063,398,3.334,0.02,9.535,72.225,eccentric
S02098.02,SIMULATED,K02098,6105462,2,13.838,1.324,0.16,-0.117,1.484,0.335,-0.274,-0.244,0.198,-0.275,0.292,0.302,3.311,1.597,16.15995,1.55865,0.551,0.018,2.795,97,5.22,0.01,19.899,12.085,eccentric
S00598.01,SIMULATED,K00598,10656823,2,14.813,0.833,0.061,-0.104,0.653,0.132,-0.066,0.625,0.134,-0.095,0.497,0.204,6.066,2.369,75.93373,19.30455,0.361,0.017,-0.714,1106,5.222,0.033,108.74,31.665,eccentric
S00598.02,SIMULATED,K00598,10656823,2,14.813,0.833,0.061,-0.104,0.653,0.132,-0.066,0.625,0.134,-0.095,0.497,0.204,4.119,1.821,197.36786,153.82654,0.53,0.251,0.23,653,5.897,0.026,205.566,12.238,eccentric
S00246.01,SIMULATED,K00246,11295426,2,9.997,1.011,0.08,-0.066,1.262,0.067,-0.061,-0.149,0.054,-0.055,0.41,0.26,13.73,4.084,20.17944,12.42315,0.758,0.096,-2.99,880,4.377,0.03,24.811,374.41,eccentric
S00246.02,SIMULATED,K00246,11295426,2,9.997,1.011,0.08,-0.066,1.262,0.067,-0.061,-0.149,0.054,-0.055,0.41,0.26,1.745,1.194,30.48944,14.42087,0.492,0.078,1.6,75,5.808,0.009,32.669,28.706,eccentric
S00881.01,SIMULATED,K00881,7373451,2,15.859,0.783,0.044,-0.044,0.74,0.052,-0.033,0.436,0.062,-0.047,0.558,0.161,7.601,2.495,8.90617,2.83402,0.885,0.143,1.651,956,1.385,0.031,22.534,36.968,eccentric
S00881.02,SIMULATED,K00881,7373451,2,15.859,0.783,0.044,-0.044,0.74,0.052,-0.033,0.436,0.062,-0.047,0.558,0.161,3.321,1.597,42.88294,35.82795,0.337,0.137,-2.523,392,5.284,0.02,64.253,9.271,eccentric
S02018.02,SIMULATED,K02018,9973109,2,14.55,0.737,0.124,-0.044,0.77,0.262,-0.161,0.356,0.21,-0.206,0.356,0.286,2.689,1.54,7.17437,2.73774,0.265,0.119,-1.132,335,3.267,0.018,18.353,26.389,eccentric
S02018.01,SIMULATED,K02018,9973109,2,14.55,0.737,0.124,-0.044,0.77,0.262,-0.161,0.356,0.21,-0.206,0.356,0.286,2.996,1.485,14.60059,1.88007,0.329,0.087,2.665,312,3.49,0.018,29.474,17.519,eccentric
S00464.02,SIMULATED,K00464,8890783,2,14.361,0.997,0.094,-0.094,0.373,0.266,-0.106,1.431,0.204,-0.123,0.47,0.224,12.049,3.565,97.7828,0.19575,0.909,0.028,2.756,7659,1.845,0.088,238.994,188.734,eccentric
S00464.01,SIMULATED,K00464,8890783,2,14.361,0.997,0.094,-0.094,0.373,0.266,-0.106,1.431,0.204,-0.123,0.47,0.224,1.55,1.152,153.25376,43.30164,0.854,0.044,2.327,799,2.011,0.028,322.468,15.859,eccentric
S00655.01,SIMULATED,K00655,5966154,2,13.004,1.158,0.073,-0.089,1.192,0.187,-0.109,-0.016,0.127,-0.099,0.373,0.283,3.93,1.836,7.52658,3.93229,0.781,0.042,-1.602,199,2.729,0.014,14.236,52.168,eccentric
S00655.02,SIMULATED,K00655,5966154,2,13.004,1.158,0.073,-0.089,1.192,0.187,-0.109,-0.016,0.127,-0.099,0.373,0.283,12.637,3.432,12.97528,7.73408,0.597,0.358,-1.162,696,5.625,0.026,20.467,178.095,eccentric
S01718.01,SIMULATED,K01718,9896558,2,15.224,0.797,0.142,-0.106,0.788,0.32,-0.172,0.362,0.215,-0.186,0.307,0.306,9.59,3.073,10.50936,9.02579,0.913,0.102,0.402,1279,1.582,0.036,23.768,62.604,eccentric
S01718.02,SIMULATED,K01718,9896558,2,15.224,0.797,0.142,-0.106,0.788,0.32,-0.172,0.362,0.215,-0.186,0.307,0.306,1.982,1.249,28.41698,20.03282,0.552,0.029,-1.335,211,4.123,0.015,46.132,7.707,eccentric
S01359.01,SIMULATED,K01359,6946199,2,15.229,0.881,0.099,-0.099,0.76,0.234,-0.094,0.452,0.202,-0.124,0.324,0.298,4.584,1.975,24.15113,8.21335,0.3,0.207,1.769,567,3.312,0.024,44.366,22.135,eccentric
S01359.02,SIMULATED,K01359,6946199,2,15.229,0.881,0.099,-0.099,0.76,0.234,-0.094,0.452,0.202,-0.124,0.324,0.298,2.447,1.386,32.46685,17.69619,0.916,0.156,1.789,279,1.737,0.017,54.041,8.259,eccentric
S02906.01,SIMULATED,K02906,6716545,3,13.716,1.248,0.111,-0.083,1.014,0.263,-0.237,0.228,0.146,-0.192,0.359,0.289,2.492,1.359,14.21077,12.96401,0.096,0.002,-0.714,151,4.181,0.012,26.229,14.067,rebound
S02906.02,SIMULATED,K02906,6716545,3,13.716,1.248,0.111,-0.083,1.014,0.263,-0.237,0.228,0.146,-0.192,0.359,0.289,4.408,1.839,149.03775,145.54916,0.456,0.009,0.06,276,8.231,0.017,125.674,8.046,rebound
S02906.03,SIMULATED,K02906,6716545,3,13.716,1.248,0.111,-0.083,1.014,0.263,-0.237,0.228,0.146,-0.192,0.359,0.289,1.864,1.257,22.42138,21.75611,0.518,0.014,2.852,129,4.171,0.011,35.544,9.579,rebound
S04288.04,SIMULATED,K04288,4548011,3,12.4,1.005,0.089,-0.08,0.597,0.207,-0.186,0.825,0.135,-0.172,0.366,0.284,11.096,3.429,14.41183,2.98121,0.54,0.015,-2.927,2777,2.387,0.053,41.854,527.824,rebound
S04288.01,SIMULATED,K04288,4548011,3,12.4,1.005,0.089,-0.08,0.597,0.207,-0.186,0.825,0.135,-0.172,0.366,0.284,2.317,1.319,6.49133,5.35782,0.383,0.004,-1.203,411,1.916,0.02,24.593,116.3,rebound
S04288.02,SIMULATED,K04288,4548011,3,12.4,1.005,0.089,-0.08,0.597,0.207,-0.186,0.825,0.135,-0.172,0.366,0.284,12.44,3.525,9.38668,5.094,0.309,0.012,0.548,2934,2.286,0.054,31.45,690.804,rebound
S04838.03,SIMULATED,K04838,8216763,3,15.073,0.593,0.055,-0.061,0.598,0.055,-0.05,0.592,0.079,-0.09,0.644,0.101,1.453,1.127,24.59676,6.87618,0.159,0.009,1.408,298,3.743,0.017,50.093,9.982,rebound
S04838.01,SIMULATED,K04838,8216763,3,15.073,0.593,0.055,-0.061,0.598,0.055,-0.05,0.592,0.079,-0.09,0.644,0.101,5.099,2.047,13.61325,7.17665,0.532,0.008,-2.579,984,2.738,0.031,33.723,44.204,rebound
S04838.02,SIMULATED,K04838,8216763,3,15.073,0.593,0.055,-0.061,0.598,0.055,-0.05,0.592,0.079,-0.09,0.644,0.101,60.15,7.805,6.48668,1.48208,0.179,0.017,0.57,14321,2.64,0.12,20.568,931.258,rebound
S00282.02,SIMULATED,K00282,5088536,3,11.529,0.834,0.068,-0.061,1.142,0.05,-0.046,-0.103,0.044,-0.045,0.345,0.292,1.193,1.041,8.63167,4.12608,0.557,0.004,1.543,69,3.786,0.008,14.59,22.043,rebound
S00282.03,SIMULATED,K00282,5088536,3,11.529,0.834,0.068,-0.061,1.142,0.05,-0.046,-0.103,0.044,-0.045,0.345,0.292,4.186,1.888,89.30231,78.08307,0.37,0.007,1.856,229,9.248,0.015,69.281,22.837,rebound
S00282.01,SIMULATED,K00282,5088536,3,11.529,0.834,0.068,-0.061,1.142,0.05,-0.046,-0.103,0.044,-0.045,0.345,0.292,10.424,3.041,28.07655,19.34537,0.113,0.009,1.197,595,6.763,0.024,32.028,105.07,rebound
S00547.01,SIMULATED,K00547,12116489,3,14.773,0.77,0.053,-0.029,0.83,0.049,-0.084,0.278,0.052,-0.098,0.562,0.16,16.114,4.08,26.14069,23.11877,0.396,0.001,2.516,2029,4.716,0.045,40.917,72.089,rebound
S00547.03,SIMULATED,K00547,12116489,3,14.773,0.77,0.053,-0.029,0.83,0.049,-0.084,0.278,0.052,-0.098,0.562,0.16,1.579,1.147,12.79641,1.83085,0.052,0.002,0.316,160,3.887,0.013,25.414,8.118,rebound
S00547.02,SIMULATED,K00547,12116489,3,14.773,0.77,0.059,-0.084,0.83,0.242,-0.05,0.278,0.212,-0.068,0.562,0.16,7.637,2.632,7.58631,3.19705,0.096,0.019,0.098,844,3.304,0.029,17.941,55.432,rebound
S00934.01,SIMULATED,K00934,9334289,3,15.843,0.825,0.062,-0.048,1.06,0.156,-0.127,-0.01,0.119,-0.129,0.47,0.224,15.459,4.198,5.98077,2.71781,0.484,0.012,0.72,1318,3.391,0.036,12.272,53.622,rebound
S00934.02,SIMULATED,K00934,9334289,3,15.843,0.825,0.062,-0.048,1.06,0.156,-0.127,-0.01,0.119,-0.129,0.47,0.224,8.044,2.648,12.74565,5.08111,0.041,0.006,-2.364,524,4.919,0.023,20.318,14.672,rebound
S00934.03,SIMULATED,K00934,9334289,3,15.843,0.825,0.062,-0.048,1.06,0.156,-0.127,-0.01,0.119,-0.129,0.47,0.224,10.21,3.131,19.23476,9.99187,0.589,0.005,-1.127,733,4.649,0.027,26.746,16.673,rebound
S01905.01,SIMULATED,K01905,10328393,3,14.017,0.811,0.036,-0.048,0.7,0.047,-0.029,0.522,0.058,-0.044,0.558,0.161,1.903,1.24,7.81492,1.85385,0.842,0.009,0.687,263,1.531,0.016,22.07,28.72,rebound
S01905.02,SIMULATED,K01905,10328393,3,14.017,0.811,0.036,-0.048,0.7,0.047,-0.029,0.522,0.058,-0.044,0.558,0.161,1.231,1.066,16.39116,3.19822,0.43,0.02,3.049,194,3.173,0.014,36.163,14.697,rebound
S01905.03,SIMULATED,K01905,10328393,3,14.017,0.811,0.036,-0.048,0.7,0.047,-0.029,0.522,0.058,-0.044,0.558,0.161,1.698,1.178,35.05724,18.95642,0.843,0.012,-2.373,237,2.545,0.015,60.032,12.272,rebound
S00877.01,SIMULATED,K00877,7287995,3,15.019,0.713,0.035,-0.029,0.664,0.026,-0.029,0.535,0.04,-0.047,0.666,0.085,6.885,2.414,6.17166,0.58177,0.457,0.016,2.966,1110,2.288,0.033,19.042,71.149,rebound
S00877.02,SIMULATED,K00877,7287995,3,15.019,0.713,0.035,-0.029,0.664,0.026,-0.029,0.535,0.04,-0.047,0.666,0.085,6.143,2.259,12.47486,2.35159,0.845,0.011,0.283,972,1.845,0.031,30.447,43.763,rebound
S00877.03,SIMULATED,K00877,7287995,3,15.019,0.713,0.035,-0.029,0.664,0.026,-0.029,0.535,0.04,-0.047,0.666,0.085,3.003,1.471,21.59163,21.05099,0.652,0.013,-0.808,412,2.977,0.02,43.89,14.146,rebound
S00566.01,SIMULATED,K00566,7119481,3,14.718,1.0,0.139,-0.139,0.739,0.302,-0.101,0.543,0.224,-0.12,0.345,0.292,6.403,2.459,26.48697,14.25877,0.912,0.013,1.619,930,1.894,0.03,50.591,33.237,rebound
S00566.03,SIMULATED,K00566,7119481,3,14.718,1.0,0.139,-0.139,0.739,0.302,-0.101,0.543,0.224,-0.12,0.345,0.292,2.652,1.352,43.0984,6.09481,0.323,0.005,-1.967,281,4.556,0.017,69.986,7.941,rebound
S00566.02,SIMULATED,K00566,7119481,3,14.718,1.0,0.139,-0.139,0.739,0.302,-0.101,0.543,0.224,-0.12,0.345,0.292,1.579,1.127,14.50542,9.00375,0.432,0.002,3.024,195,3.001,0.014,33.861,9.465,rebound
S01426.02,SIMULATED,K01426,11122894,3,14.232,0.932,0.059,-0.049,0.659,0.099,-0.081,0.661,0.093,-0.095,0.434,0.243,36.95,6.692,78.4545,52.74717,0.585,0.011,-2.619,8658,4.868,0.093,114.285,249.182,rebound
S01426.03,SIMULATED,K01426,11122894,3,14.232,0.932,0.059,-0.049,0.659,0.099,-0.081,0.661,0.093,-0.095,0.434,0.243,54.787,7.623,157.06209,50.72962,0.485,0.006,-1.563,11236,6.608,0.106,181.548,229.588,rebound
S01426.01,SIMULATED,K01426,11122894,3,14.232,0.932,0.059,-0.049,0.659,0.099,-0.081,0.661,0.093,-0.095,0.434,0.243,9.301,2.943,40.75127,9.23211,0.782,0.003,-2.369,1674,2.902,0.041,73.784,66.556,rebound
S02195.01,SIMULATED,K02195,11401767,3,14.881,0.936,0.076,-0.083,1.272,0.202,-0.134,-0.193,0.133,-0.12,0.373,0.283,7.96,2.71,20.64639,1.70057,0.118,0.029,-1.579,381,6.755,0.02,24.363,18.503,rebound
S02195.02,SIMULATED,K02195,11401767,3,14.881,0.936,0.076,-0.083,1.272,0.202,-0.134,-0.193,0.133,-0.12,0.373,0.283,6.605,2.318,31.03602,1.74547,0.314,0.015,-2.72,279,7.218,0.017,31.931,11.076,rebound
S02195.03,SIMULATED,K02195,11401767,3,14.881,0.936,0.076,-0.083,1.272,0.202,-0.134,-0.193,0.133,-0.12,0.373,0.283,4.642,1.886,7.0604,6.43447,0.336,0.004,-1.933,184,4.352,0.014,11.905,15.227,rebound
S02045.01,SIMULATED,K02045,6026438,3,15.549,0.943,0.07,-0.058,0.701,0.046,-0.061,0.586,0.063,-0.093,0.627,0.108,5.097,2.11,5.74874,4.27758,0.934,0.003,-0.845,760,1.0,0.028,18.878,31.323,rebound
S02045.02,SIMULATED,K02045,6026438,3,15.549,0.943,0.07,-0.058,0.701,0.046,-0.061,0.586,0.063,-0.093,0.627,0.108,3.509,1.574,25.41116,7.51691,0.048,0.006,0.092,423,3.887,0.021,50.85,8.357,rebound
S02045.03,SIMULATED,K02045,6026438,3,15.549,0.943,0.07,-0.058,0.701,0.046,-0.061,0.586,0.063,-0.093,0.627,0.108,2.736,1.375,17.77703,0.9361,0.58,0.012,2.374,323,2.81,0.018,40.069,7.601,rebound
S02243.01,SIMULATED,K02243,4770617,3,14.806,1.239,0.095,-0.116,0.982,0.301,-0.247,0.266,0.158,-0.196,0.328,0.306,6.957,2.41,5.34134,2.99661,0.008,0.016,0.574,506,2.944,0.023,14.064,37.474,rebound
S02243.03,SIMULATED,K02243,4770617,3,14.806,1.239,0.095,-0.116,0.982,0.301,-0.247,0.266,0.158,-0.196,0.328,0.306,18.441,4.686,32.38704,29.81041,0.582,0.017,-0.124,1914,4.593,0.044,46.769,57.793,rebound
S02243.02,SIMULATED,K02243,4770617,3,14.806,1.239,0.095,-0.116,0.982,0.301,-0.247,0.266,0.158,-0.196,0.328,0.306,6.814,2.595,8.71103,1.78475,0.829,0.02,0.89,587,2.024,0.024,19.488,33.945,rebound
S00567.01,SIMULATED,K00567,7445445,3,14.338,0.84,0.1,-0.09,0.575,0.221,-0.095,0.795,0.193,-0.125,0.373,0.279,8.299,2.703,10.94382,9.07367,0.188,0.003,-1.927,1858,2.528,0.043,34.041,147.927,rebound
S00567.02,SIMULATED,K00567,7445445,3,14.338,0.84,0.1,-0.09,0.575,0.221,-0.095,0.795,0.193,-0.125,0.373,0.279,5.713,2.212,20.78934,0.99821,0.695,0.009,3.137,1244,2.334,0.035,52.214,71.812,rebound
S00567.03,SIMULATED,K00567,7445445,3,14.338,0.84,0.1,-0.09,0.575,0.221,-0.095,0.795,0.193,-0.125,0.373,0.279,7.96,2.611,29.71492,13.1361,0.14,0.012,-1.378,1733,3.578,0.042,66.258,83.971,rebound
S00260.02,SIMULATED,K00260,8292840,3,10.5,1.166,0.087,-0.047,1.149,0.074,-0.054,0.035,0.055,-0.043,0.315,0.302,8.384,2.605,104.07263,23.86036,0.577,0.007,-0.859,432,7.889,0.021,85.299,61.427,rebound
S00260.03,SIMULATED,K00260,8292840,3,10.5,1.166,0.087,-0.047,1.149,0.074,-0.054,0.035,0.055,-0.043,0.315,0.302,3.229,1.567,22.70339,4.99268,0.091,0.005,-1.45,156,5.687,0.013,30.904,47.473,rebound
S00260.01,SIMULATED,K00260,8292840,3,10.5,1.166,0.087,-0.047,1.149,0.074,-0.054,0.035,0.055,-0.043,0.315,0.302,2.39,1.391,10.89675,0.93623,0.144,0.011,1.047,123,4.356,0.011,18.944,53.879,rebound
S00271.03,SIMULATED,K00271,9451706,3,11.485,1.302,0.055,-0.04,1.444,0.036,-0.03,-0.215,0.027,-0.023,0.381,0.28,3.297,1.522,15.04807,9.8539,0.756,0.011,1.875,93,3.928,0.01,19.398,24.852,rebound
S00271.01,SIMULATED,K00271,9451706,3,11.485,1.302,0.055,-0.04,1.444,0.036,-0.03,-0.215,0.027,-0.023,0.381,0.28,7.327,2.585,50.69484,15.75864,0.914,0.002,3.05,269,3.951,0.016,43.592,39.068,rebound
S00271.02,SIMULATED,K00271,9451706,3,11.485,1.302,0.055,-0.04,1.444,0.036,-0.03,-0.215,0.027,-0.023,0.381,0.28,7.103,2.606,30.63961,21.31272,0.35,0.005,-1.67,273,7.205,0.017,31.162,51.271,rebound
S01895.01,SIMULATED,K01895,4263293,3,15.862,0.443,0.043,-0.043,0.576,0.045,-0.045,0.515,0.076,-0.092,0.45,0.24,5.097,1.931,8.73167,5.38239,0.362,0.013,2.015,944,2.695,0.031,23.623,24.408,rebound
S01895.02,SIMULATED,K01895,4263293,3,15.862,0.443,0.043,-0.043,0.576,0.045,-0.045,0.515,0.076,-0.092,0.45,0.24,4.642,2.106,17.84547,11.27553,0.167,0.009,-1.3,1124,3.688,0.034,38.038,20.354,rebound
S01895.03,SIMULATED,K01895,4263293,3,15.862,0.443,0.043,-0.043,0.576,0.045,-0.045,0.515,0.076,-0.092,0.45,0.24,5.313,1.9,33.17601,29.36182,0.122,0.015,3.02,914,4.5,0.03,57.519,12.162,rebound
S02025.01,SIMULATED,K02025,4636578,3,13.781,1.302,0.116,-0.093,1.207,0.265,-0.265,0.019,0.144,-0.214,0.317,0.303,11.563,3.453,18.73565,18.50064,0.385,0.021,-2.079,688,5.167,0.026,26.862,52.164,rebound
S02025.02,SIMULATED,K02025,4636578,3,13.781,1.302,0.116,-0.093,1.207,0.265,-0.265,0.019,0.144,-0.214,0.317,0.303,9.015,2.939,27.42798,23.82322,0.636,0.006,-0.344,498,4.854,0.022,34.639,31.215,rebound
S02025.03,SIMULATED,K02025,4636578,3,13.781,1.302,0.116,-0.093,1.207,0.265,-0.265,0.019,0.144,-0.214,0.317,0.303,4.941,1.9,11.74844,8.48202,0.549,0.006,-3.07,208,3.895,0.014,19.677,19.912,rebound
S00582.01,SIMULATED,K00582,9020160,3,14.808,0.836,0.062,-0.026,0.988,0.044,-0.076,0.087,0.05,-0.09,0.575,0.15,7.797,2.815,6.221,5.44618,0.128,0.018,1.468,682,3.504,0.026,13.575,53.51,rebound
S00582.02,SIMULATED,K00582,9020160,3,14.808,0.836,0.062,-0.026,0.988,0.044,-0.076,0.087,0.05,-0.09,0.575,0.15,8.298,2.585,18.56206,7.79581,0.816,0.011,1.828,575,3.087,0.024,28.136,26.093,rebound
