planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,logrho,logrho_err1,logrho_err2,limbdark_1,limbdark_2,pmass,prad,period,epoch,impact,ecc,omega,depth,duration,ror,dor,snr,ttv_type
S03354.01,SIMULATED,K03354,9845909,1,15.089,0.745,0.11,-0.09,0.719,0.244,-0.105,0.451,0.2,-0.13,0.386,0.271,nan,1.317,24.39656,21.45412,0.71,0.231,3.089,281,2.922,0.017,44.63,9.6,cubic
S00849.01,SIMULATED,K00849,6276477,1,15.018,0.839,0.099,-0.082,1.15,0.217,-0.117,-0.109,0.179,-0.142,0.453,0.233,nan,1.878,15.38762,8.07359,0.121,0.081,2.76,224,5.37,0.015,21.349,49.2,cubic
S05274.01,SIMULATED,K05274,6366559,1,12.746,0.881,0.073,-0.042,1.558,0.266,-0.398,-0.483,0.148,-0.403,0.455,0.233,nan,1.118,26.46439,9.21705,0.589,0.706,4.408,43,15.577,0.007,23.001,9.0,cubic
S01408.01,SIMULATED,K01408,9150827,1,14.688,0.54,0.035,-0.035,0.487,0.027,-0.039,0.818,0.047,-0.074,0.464,0.259,nan,1.444,22.27652,20.7523,0.173,0.131,1.825,737,2.721,0.027,55.656,32.5,cubic
S02626.01,SIMULATED,K02626,11768142,1,15.931,0.464,0.047,-0.076,0.414,0.049,-0.054,0.964,0.105,-0.164,0.357,0.366,nan,1.205,2.46165,1.08041,0.173,0.17,0.696,711,1.18,0.027,14.341,17.0,cubic
S00610.01,SIMULATED,K00610,5686174,1,14.672,0.605,0.031,-0.034,0.619,0.028,-0.028,0.556,0.044,-0.049,0.508,0.224,nan,1.855,2.61684,1.26145,0.203,0.024,2.891,755,1.836,0.027,10.922,44.7,cubic
S02602.01,SIMULATED,K02602,10068659,1,15.051,0.943,0.059,-0.049,1.179,0.138,-0.113,-0.091,0.11,-0.117,0.47,0.224,nan,1.211,16.19784,0.93956,0.132,0.545,4.499,88,9.917,0.009,22.401,16.5,cubic
S01808.01,SIMULATED,K01808,7761918,1,12.487,1.049,0.109,-0.073,1.308,0.232,-0.211,-0.18,0.142,-0.187,0.347,0.291,nan,2.066,29.69119,5.72369,0.076,0.054,5.642,209,7.555,0.014,31.348,43.5,cubic
S00629.01,SIMULATED,K00629,4656049,1,13.949,0.772,0.157,-0.115,0.932,0.362,-0.362,0.129,0.198,-0.368,0.292,0.302,nan,2.019,2.6939,1.07055,0.407,0.29,6.153,394,2.395,0.02,8.022,38.5,cubic
S04292.01,SIMULATED,K04292,10063208,1,12.897,0.938,0.045,-0.056,0.724,0.138,-0.046,0.542,0.125,-0.055,0.46,0.229,nan,1.213,17.3009,0.21237,0.065,0.623,0.865,236,1.867,0.015,38.072,13.7,cubic
S03339.01,SIMULATED,K03339,7772914,1,14.656,0.859,0.121,-0.048,0.76,0.291,-0.17,0.441,0.224,-0.215,0.356,0.286,nan,2.207,29.8002,19.7495,0.028,0.338,1.227,709,3.297,0.027,50.613,21.6,cubic
S01530.01,SIMULATED,K01530,11954842,1,13.029,1.028,0.059,-0.065,1.217,0.149,-0.122,-0.095,0.118,-0.13,0.334,0.296,nan,1.701,14.55659,2.24165,0.768,0.094,3.998,164,3.785,0.013,20.804,38.4,cubic
S01962.01,SIMULATED,K01962,5513648,1,10.77,0.953,0.085,-0.064,1.371,0.086,-0.065,-0.283,0.058,-0.05,0.347,0.291,nan,2.017,1.85468,1.73641,0.739,0.351,1.261,181,1.539,0.013,4.56,36.4,cubic
S03430.01,SIMULATED,K03430,7697103,1,15.712,0.717,0.063,-0.063,0.674,0.085,-0.042,0.519,0.109,-0.071,0.454,0.234,nan,1.405,5.74816,1.20134,0.997,0.59,1.398,213,0.264,0.019,17.935,11.2,cubic
S07099.01,SIMULATED,K07099,8845552,1,15.534,0.442,0.039,-0.033,0.424,0.035,-0.046,0.912,0.064,-0.097,0.353,0.312,nan,1.488,15.89119,1.0529,0.144,0.197,0.892,1033,2.207,0.032,47.774,9.6,cubic
S04801.01,SIMULATED,K04801,10810859,1,15.202,1.1,0.051,-0.076,0.848,0.164,-0.055,0.405,0.131,-0.059,0.373,0.283,nan,1.723,7.65613,0.18033,0.848,0.482,0.11,346,1.382,0.019,19.891,10.1,cubic
S04496.01,SIMULATED,K04496,6186182,1,15.602,1.234,0.109,-0.163,0.722,0.305,-0.102,0.664,0.218,-0.12,0.373,0.283,nan,1.908,24.98954,4.52209,0.467,0.202,2.562,586,2.872,0.024,53.399,10.4,cubic
S07506.01,SIMULATED,K07506,12016243,1,15.193,1.069,0.145,-0.145,0.962,0.333,-0.111,0.229,0.234,-0.128,0.359,0.287,nan,1.297,2.33722,0.41603,0.955,0.104,6.231,152,0.767,0.012,7.881,10.4,cubic
S04335.01,SIMULATED,K04335,10730070,1,14.11,0.997,0.169,-0.127,0.724,0.342,-0.147,0.569,0.227,-0.157,0.319,0.302,nan,1.459,22.09218,9.65511,0.371,0.422,5.173,341,5.104,0.018,45.733,13.4,cubic
S01410.01,SIMULATED,K01410,9391506,1,15.3,1.112,0.153,-0.153,0.728,0.332,-0.111,0.608,0.23,-0.126,0.319,0.302,nan,2.242,15.61391,3.84106,0.767,0.503,3.443,796,2.219,0.028,37.399,42.6,cubic
S03443.01,SIMULATED,K03443,7288306,1,15.796,0.925,0.076,-0.084,0.788,0.112,-0.048,0.426,0.129,-0.078,0.454,0.234,nan,2.256,28.25475,3.65748,0.199,0.324,5.42,689,5.65,0.026,48.292,20.0,cubic
S01007.01,SIMULATED,K01007,1725016,1,15.242,1.092,0.14,-0.127,1.107,0.297,-0.099,0.054,0.221,-0.117,0.351,0.289,nan,1.886,20.05794,19.08967,0.045,0.142,1.464,243,4.667,0.016,28.889,23.1,cubic
S02992.01,SIMULATED,K02992,8509442,1,15.995,0.651,0.042,-0.053,0.575,0.04,-0.049,0.685,0.065,-0.097,0.508,0.224,nan,2.186,8.37591,2.73821,0.004,0.676,3.223,1216,1.974,0.035,26.181,17.1,cubic
S03025.01,SIMULATED,K03025,9716391,1,16.239,0.805,0.064,-0.1,0.878,0.161,-0.069,0.224,0.151,-0.093,0.46,0.229,nan,2.077,9.52415,7.11165,0.537,0.624,2.32,469,1.694,0.022,20.024,13.8,cubic
S04813.01,SIMULATED,K04813,4840672,1,13.78,0.59,0.061,-0.044,0.581,0.058,-0.044,0.627,0.086,-0.078,0.586,0.139,nan,1.388,24.89251,17.4147,0.551,0.507,6.263,479,2.752,0.022,51.791,7.5,cubic
S01266.01,SIMULATED,K01266,8547140,1,15.314,0.572,0.049,-0.074,0.504,0.054,-0.074,0.8,0.095,-0.178,0.263,0.426,nan,1.209,18.85972,12.70862,0.241,0.032,5.385,484,2.987,0.022,49.157,58.0,cubic
S02900.01,SIMULATED,K02900,4846856,1,15.266,0.851,0.106,-0.049,0.659,0.105,-0.086,0.621,0.117,-0.121,0.477,0.218,nan,1.913,21.40736,5.07708,0.753,0.698,1.934,707,1.06,0.027,46.619,17.1,cubic
S03264.01,SIMULATED,K03264,9345933,1,15.961,0.569,0.076,-0.041,0.635,0.057,-0.057,0.495,0.082,-0.094,0.586,0.139,nan,1.131,18.56222,12.85532,0.422,0.271,5.642,266,3.913,0.016,38.462,11.9,cubic
S01704.01,SIMULATED,K01704,7386827,1,14.86,0.907,0.125,-0.091,0.879,0.311,-0.191,0.274,0.212,-0.213,0.404,0.262,nan,2.187,1.00176,0.9374,0.538,0.354,0.418,519,1.188,0.023,4.638,42.1,cubic
S07432.01,SIMULATED,K07432,11286311,1,15.007,0.969,0.11,-0.064,0.893,0.3,-0.175,0.282,0.215,-0.203,0.453,0.233,nan,1.29,1.9301,0.89189,0.257,0.077,3.516,175,2.059,0.013,7.227,10.6,cubic
S01315.01,SIMULATED,K01315,10928043,1,13.137,1.213,0.104,-0.083,1.06,0.238,-0.194,0.157,0.144,-0.167,0.366,0.284,nan,1.876,15.67385,12.60261,0.904,0.755,4.917,263,5.275,0.016,26.516,36.3,cubic
S01975.01,SIMULATED,K01975,8543100,1,15.986,0.878,0.115,-0.14,0.844,0.282,-0.094,0.314,0.216,-0.116,0.359,0.287,nan,2.036,4.12669,2.97089,0.955,0.714,1.055,489,0.405,0.022,12.288,34.6,cubic
S04463.01,SIMULATED,K04463,6197344,1,15.598,0.727,0.113,-0.061,0.787,0.132,-0.099,0.323,0.132,-0.132,0.49,0.208,nan,1.327,21.95962,6.75801,0.672,0.569,2.334,239,1.974,0.015,37.726,16.2,cubic
S03365.01,SIMULATED,K03365,11455428,1,14.523,0.866,0.079,-0.086,1.906,0.438,-0.536,-0.754,0.217,-0.682,0.528,0.188,nan,2.208,1.99807,0.75842,0.316,0.576,2.705,112,2.94,0.011,3.338,12.6,cubic
S04614.01,SIMULATED,K04614,7583650,1,13.784,1.251,0.192,-0.157,1.714,0.428,-0.263,-0.455,0.225,-0.238,0.293,0.31,nan,1.274,4.44167,1.84113,0.908,0.04,4.997,46,2.164,0.007,7.15,10.8,cubic
S03063.01,SIMULATED,K03063,10924562,1,15.665,1.363,0.16,-0.22,0.893,0.35,-0.175,0.43,0.206,-0.17,0.3,0.314,nan,2.111,25.34675,8.45675,0.752,0.494,3.166,469,2.614,0.022,45.06,13.1,cubic
S02634.01,SIMULATED,K02634,1995519,1,15.922,0.691,0.08,-0.097,0.855,0.147,-0.063,0.193,0.151,-0.093,0.398,0.266,nan,2.142,6.91288,2.58905,0.302,0.225,3.937,528,3.798,0.023,15.794,18.0,cubic
S01264.01,SIMULATED,K01264,8612847,1,15.762,1.007,0.095,-0.104,0.771,0.207,-0.069,0.492,0.188,-0.095,0.434,0.243,nan,2.135,26.50194,18.4861,0.487,0.206,4.06,645,4.396,0.025,48.652,40.1,cubic
S01325.01,SIMULATED,K01325,4282872,1,15.062,0.94,0.101,-0.111,0.736,0.213,-0.071,0.521,0.19,-0.097,0.373,0.279,nan,2.003,22.21426,10.38825,0.431,0.057,4.195,621,3.746,0.025,44.237,150.9,cubic
S00323.01,SIMULATED,K00323,9139084,1,12.465,0.869,0.048,-0.054,0.888,0.087,-0.044,0.243,0.089,-0.056,0.442,0.24,nan,2.233,28.54032,2.24116,0.739,0.474,4.628,531,6.095,0.023,42.232,11.2,cubic
S03372.01,SIMULATED,K03372,9785921,1,15.42,1.04,0.153,-0.153,0.855,0.332,-0.133,0.371,0.225,-0.146,0.319,0.302,nan,2.213,11.41713,5.40191,0.094,0.454,2.445,563,2.427,0.024,25.295,17.7,cubic
S01379.01,SIMULATED,K01379,7211221,1,13.687,0.825,0.063,-0.057,0.861,0.124,-0.083,0.261,0.107,-0.091,0.404,0.262,nan,1.193,4.41426,3.52245,0.972,0.452,6.066,161,0.77,0.013,12.337,35.3,cubic
S05748.01,SIMULATED,K05748,9993683,1,14.489,0.816,0.06,-0.03,0.909,0.044,-0.075,0.185,0.049,-0.089,0.575,0.15,nan,1.097,6.21999,1.89108,0.274,0.471,0.868,122,2.053,0.011,14.628,11.6,cubic
S04451.01,SIMULATED,K04451,10120548,1,15.945,0.81,0.063,-0.095,0.68,0.086,-0.058,0.56,0.102,-0.094,0.551,0.165,nan,1.197,15.44441,1.25776,0.269,0.284,4.772,260,4.325,0.016,35.766,10.9,cubic
S04653.01,SIMULATED,K04653,11181260,1,13.52,1.372,0.141,-0.188,1.23,0.35,-0.14,0.017,0.216,-0.142,0.3,0.314,nan,1.224,15.56526,7.42487,0.203,0.761,5.329,83,8.489,0.009,23.71,12.8,cubic
S05964.01,SIMULATED,K05964,12300524,1,13.186,1.186,0.138,-0.152,1.224,0.334,-0.089,-0.04,0.234,-0.104,0.366,0.284,nan,1.076,11.32228,8.10043,0.634,0.562,1.816,64,1.979,0.008,18.357,9.2,cubic
S04588.01,SIMULATED,K04588,8806985,1,12.912,0.675,0.188,-0.188,1.154,0.422,-0.346,-0.208,0.214,-0.323,0.293,0.31,nan,1.455,27.08945,5.02363,0.142,0.209,1.012,133,5.968,0.012,28.856,11.3,cubic
S01989.01,SIMULATED,K01989,10779233,1,13.328,0.898,0.066,-0.053,0.935,0.135,-0.083,0.19,0.116,-0.091,0.404,0.262,nan,2.087,12.68505,7.42921,0.959,0.362,2.936,418,1.243,0.02,23.626,34.7,cubic
S04260.04,SIMULATED,K04260,7429287,1,11.443,0.886,0.058,-0.017,1.423,0.05,-0.021,-0.363,0.037,-0.015,0.417,0.254,nan,1.251,15.75556,12.26953,0.552,0.495,4.854,64,9.698,0.008,17.852,14.4,cubic
S02876.01,SIMULATED,K02876,4367854,1,14.937,0.764,0.1,-0.05,0.65,0.072,-0.079,0.593,0.09,-0.115,0.54,0.173,nan,1.49,11.01386,4.38854,0.225,0.695,0.802,441,1.372,0.021,29.296,17.7,cubic
S03943.01,SIMULATED,K03943,7679812,1,12.626,1.125,0.086,-0.096,1.111,0.217,-0.133,0.064,0.14,-0.119,0.329,0.302,nan,2.022,7.55727,2.76751,0.592,0.167,5.769,278,3.383,0.017,15.179,76.3,cubic
S04837.01,SIMULATED,K04837,5645170,1,15.347,0.663,0.058,-0.065,0.562,0.095,-0.041,0.723,0.118,-0.069,0.335,0.306,nan,1.162,22.06044,4.92409,0.261,0.483,3.723,359,3.852,0.019,51.411,8.9,cubic
S02504.01,SIMULATED,K02504,8110767,1,15.93,1.019,0.1,-0.122,0.705,0.264,-0.088,0.614,0.207,-0.108,0.419,0.256,nan,2.268,7.79253,1.23326,0.621,0.495,1.133,871,1.243,0.03,23.625,23.3,cubic
S04371.01,SIMULATED,K04371,11444514,1,15.37,1.052,0.152,-0.124,0.637,0.315,-0.105,0.76,0.229,-0.122,0.315,0.303,nan,1.938,1.79878,0.98297,0.419,0.801,6.05,778,0.956,0.028,9.945,13.7,cubic
S05854.01,SIMULATED,K05854,11026582,1,14.466,0.907,0.124,-0.138,1.196,0.287,-0.096,-0.126,0.218,-0.117,0.307,0.306,nan,2.242,18.8302,11.58396,0.012,0.336,0.825,295,4.586,0.017,24.113,36.9,cubic
S00641.01,SIMULATED,K00641,5131180,1,13.583,0.674,0.022,-0.031,0.691,0.02,-0.028,0.459,0.029,-0.044,0.731,0.034,nan,2.004,22.10275,10.35598,0.947,0.304,4.172,706,2.051,0.027,42.031,58.3,cubic
S03131.01,SIMULATED,K03131,11455181,1,15.591,1.094,0.111,-0.111,0.802,0.258,-0.081,0.476,0.215,-0.106,0.393,0.268,nan,1.396,24.39434,1.8914,0.291,0.441,0.839,255,2.696,0.016,45.503,14.3,cubic
S02996.01,SIMULATED,K02996,12021625,1,15.688,0.763,0.084,-0.076,0.675,0.123,-0.057,0.544,0.137,-0.087,0.398,0.266,nan,2.1,0.93192,0.68749,0.058,0.896,4.889,814,5.095,0.029,5.438,14.8,cubic
S02848.01,SIMULATED,K02848,7749773,1,12.458,1.069,0.093,-0.076,1.148,0.265,-0.383,-0.002,0.144,-0.358,0.421,0.257,nan,1.183,17.60925,12.42105,0.811,0.126,6.158,89,3.214,0.009,25.369,23.9,cubic
S07913.01,SIMULATED,K07913,8873450,1,14.164,0.672,0.054,-0.054,0.731,0.029,-0.059,0.385,0.043,-0.089,0.685,0.066,nan,1.901,26.57103,10.09218,0.975,0.465,0.114,568,1.188,0.024,44.919,13.6,cubic
S01145.01,SIMULATED,K01145,8313667,1,14.143,0.943,0.083,-0.068,1.345,0.181,-0.111,-0.263,0.134,-0.11,0.359,0.287,nan,2.251,28.04045,13.54566,0.46,0.393,0.324,235,5.597,0.015,28.32,33.1,cubic
S02757.01,SIMULATED,K02757,6432345,1,14.607,0.874,0.059,-0.045,0.825,0.088,-0.066,0.341,0.085,-0.077,0.453,0.233,nan,1.773,18.3348,5.97039,0.573,0.124,4.518,388,3.937,0.02,33.898,26.7,cubic
S02538.01,SIMULATED,K02538,1849702,1,14.125,0.813,0.038,-0.048,0.674,0.05,-0.034,0.574,0.058,-0.048,0.568,0.153,nan,1.135,21.10385,11.42767,0.847,0.28,5.846,238,2.21,0.015,44.524,15.8,cubic
S03041.01,SIMULATED,K03041,4072955,1,14.207,1.309,0.158,-0.115,1.16,0.339,-0.145,0.073,0.224,-0.152,0.315,0.303,nan,1.16,5.89927,1.46358,0.528,0.286,6.193,84,2.947,0.009,12.959,12.5,cubic
S01881.01,SIMULATED,K01881,4035640,1,14.907,0.825,0.057,-0.029,0.973,0.049,-0.077,0.101,0.052,-0.09,0.526,0.186,nan,1.797,4.42455,3.53688,0.608,0.328,1.487,286,1.799,0.017,10.932,42.1,cubic
S03248.01,SIMULATED,K03248,10917433,1,12.419,0.832,0.072,-0.065,1.055,0.162,-0.122,-0.001,0.125,-0.127,0.404,0.262,nan,1.199,4.03345,3.32483,0.046,0.553,1.201,108,1.802,0.01,9.506,12.0,cubic
S04444.01,SIMULATED,K04444,11718389,1,15.583,0.638,0.057,-0.052,0.731,0.032,-0.06,0.362,0.048,-0.094,0.681,0.067,nan,1.462,11.12729,5.4052,0.475,0.671,3.74,336,3.697,0.018,24.707,13.2,cubic
S03255.01,SIMULATED,K03255,8183288,1,14.352,0.758,0.031,-0.035,0.656,0.033,-0.027,0.579,0.045,-0.042,0.681,0.067,nan,1.22,1.61475,0.84315,0.119,0.782,1.142,290,0.565,0.017,8.055,27.1,cubic
S02319.01,SIMULATED,K02319,9003401,1,13.355,1.061,0.086,-0.07,0.901,0.195,-0.105,0.31,0.138,-0.099,0.366,0.284,nan,1.035,27.57125,19.84685,0.962,0.593,3.596,110,1.632,0.011,43.465,21.3,cubic
S02260.01,SIMULATED,K02260,11811193,1,12.168,1.097,0.106,-0.086,0.995,0.238,-0.195,0.197,0.142,-0.165,0.32,0.305,nan,1.475,7.55343,1.43817,0.69,0.395,1.485,184,1.684,0.014,16.802,25.8,cubic
S01705.01,SIMULATED,K01705,7522911,1,15.442,1.268,0.157,-0.141,0.867,0.353,-0.118,0.438,0.232,-0.125,0.324,0.303,nan,1.989,8.10271,6.74441,0.146,0.802,1.088,442,1.031,0.021,21.199,21.1,cubic
S04318.01,SIMULATED,K04318,9286088,1,12.583,1.194,0.096,-0.096,1.369,0.214,-0.175,-0.183,0.13,-0.147,0.324,0.303,nan,1.191,27.19421,11.56198,0.64,0.823,1.86,63,1.743,0.008,29.488,12.5,cubic
S02512.01,SIMULATED,K02512,9574158,1,15.523,0.851,0.081,-0.112,0.902,0.201,-0.08,0.214,0.183,-0.111,0.442,0.24,nan,1.884,25.25823,5.34433,0.388,0.071,6.111,366,4.825,0.019,38.064,16.1,cubic
S04509.01,SIMULATED,K04509,11350118,1,15.675,0.579,0.065,-0.047,0.526,0.05,-0.056,0.75,0.078,-0.102,0.574,0.15,nan,1.18,8.66669,3.46186,0.252,0.295,1.483,423,1.719,0.021,28.152,12.0,cubic
S06966.01,SIMULATED,K06966,8098960,1,15.381,0.737,0.082,-0.1,0.802,0.161,-0.064,0.305,0.159,-0.092,0.421,0.252,nan,1.277,14.3253,0.46027,0.101,0.436,4.238,213,5.811,0.015,27.969,9.7,cubic
S06368.01,SIMULATED,K06368,3854496,1,15.812,1.1,0.145,-0.145,1.184,0.296,-0.127,-0.03,0.204,-0.136,0.319,0.302,nan,1.738,3.61156,1.81075,0.565,0.662,4.204,181,4.794,0.013,8.636,8.6,cubic
S02271.01,SIMULATED,K02271,10329469,1,15.624,0.833,0.065,-0.09,0.792,0.097,-0.065,0.373,0.109,-0.099,0.49,0.208,nan,1.735,0.92042,0.1255,0.764,0.106,1.717,403,0.919,0.02,4.73,23.7,cubic
S00722.01,SIMULATED,K00722,9965439,1,13.489,1.074,0.096,-0.064,1.292,0.22,-0.18,-0.153,0.142,-0.164,0.351,0.289,nan,2.228,19.49756,7.20359,0.374,0.063,1.892,250,5.484,0.016,24.17,51.2,cubic
S06484.01,SIMULATED,K06484,4995716,1,15.696,0.809,0.15,-0.051,0.662,0.299,-0.087,0.594,0.261,-0.12,0.438,0.244,nan,1.253,20.00157,16.74927,0.276,0.099,2.97,301,3.355,0.017,43.642,8.2,cubic
S00541.01,SIMULATED,K00541,11656721,1,14.748,0.855,0.083,-0.111,0.9,0.187,-0.067,0.218,0.171,-0.092,0.442,0.24,nan,1.711,8.72943,5.46588,0.697,0.873,5.6,303,2.857,0.017,18.805,43.4,cubic
S02943.01,SIMULATED,K02943,9838468,1,13.852,1.062,0.079,-0.057,1.059,0.174,-0.174,0.101,0.125,-0.174,0.404,0.262,nan,1.383,10.15594,5.91219,0.937,0.037,1.873,143,1.507,0.012,19.021,20.8,cubic
S01444.01,SIMULATED,K01444,11043167,1,13.949,1.094,0.068,-0.083,1.38,0.207,-0.069,-0.231,0.14,-0.063,0.381,0.28,nan,2.014,20.19833,6.39074,0.165,0.774,2.748,179,3.233,0.013,23.315,33.8,cubic
S01331.01,SIMULATED,K01331,4274548,1,15.238,0.747,0.058,-0.08,0.692,0.083,-0.045,0.501,0.101,-0.074,0.619,0.114,nan,2.277,27.60822,4.47761,0.541,0.898,6.187,908,1.767,0.03,50.367,25.5,cubic
S03417.01,SIMULATED,K03417,7503885,1,15.214,1.137,0.14,-0.127,1.145,0.319,-0.137,0.029,0.225,-0.156,0.359,0.287,nan,2.053,21.65795,10.16775,0.932,0.1,2.916,270,2.192,0.016,29.809,20.8,cubic
S05732.01,SIMULATED,K05732,9910043,1,15.453,1.049,0.077,-0.106,0.798,0.17,-0.068,0.464,0.164,-0.097,0.324,0.298,nan,1.151,9.54498,3.25747,0.101,0.529,3.915,175,4.105,0.013,24.122,9.4,cubic
S05762.01,SIMULATED,K05762,10090854,1,15.633,0.707,0.08,-0.11,0.753,0.161,-0.069,0.369,0.157,-0.099,0.434,0.243,nan,1.366,4.72921,2.634,0.04,0.108,5.265,276,2.867,0.017,14.035,9.5,cubic
S07270.01,SIMULATED,K07270,10002049,1,15.362,0.952,0.13,-0.143,0.933,0.277,-0.092,0.218,0.211,-0.112,0.351,0.289,nan,1.447,26.66763,23.40212,0.005,0.847,4.225,202,11.022,0.014,39.608,7.4,cubic
S03423.01,SIMULATED,K03423,3745559,1,14.296,1.232,0.168,-0.168,1.486,0.4,-0.133,-0.277,0.24,-0.132,0.334,0.302,nan,2.233,0.64073,0.28053,0.704,0.168,4.713,189,2.014,0.014,2.256,12.3,cubic
S05736.01,SIMULATED,K05736,9935983,1,13.756,0.916,0.081,-0.057,1.621,0.206,-0.229,-0.519,0.129,-0.208,0.405,0.264,nan,1.993,28.9457,12.93738,0.379,0.339,2.762,127,7.293,0.011,23.762,8.4,cubic
S00367.01,SIMULATED,K00367,4815520,1,11.105,0.984,0.062,-0.068,0.942,0.149,-0.08,0.221,0.122,-0.086,0.41,0.26,nan,1.795,13.10064,0.21621,0.636,0.766,4.3,305,6.942,0.017,24.707,324.3,cubic
S03438.01,SIMULATED,K03438,6599975,1,13.71,1.188,0.053,-0.087,0.984,0.138,-0.053,0.246,0.107,-0.055,0.373,0.283,nan,1.192,21.97995,18.14568,0.093,0.738,4.817,123,12.067,0.011,35.558,17.1,cubic
S02894.01,SIMULATED,K02894,6937402,1,15.619,0.938,0.102,-0.114,0.585,0.259,-0.086,0.819,0.21,-0.109,0.404,0.262,nan,1.363,26.47557,15.50653,0.47,0.072,4.194,455,3.12,0.021,62.524,14.0,cubic
S00149.01,SIMULATED,K00149,3835670,1,13.397,1.116,0.112,-0.074,1.602,0.232,-0.283,-0.417,0.133,-0.244,0.405,0.264,nan,2.094,27.48788,16.65268,0.086,0.132,2.306,143,7.705,0.012,24.816,200.0,cubic
S00942.01,SIMULATED,K00942,9512687,1,15.386,1.025,0.047,-0.093,0.793,0.108,-0.054,0.462,0.111,-0.076,0.526,0.186,nan,1.857,4.74697,1.59055,0.191,0.44,0.469,460,1.805,0.021,15.111,53.2,cubic
S00303.01,SIMULATED,K00303,5966322,1,12.193,0.87,0.071,-0.043,0.933,0.142,-0.142,0.179,0.114,-0.153,0.393,0.268,nan,2.006,6.4184,5.63962,0.219,0.321,3.834,388,3.915,0.02,14.875,120.1,cubic
S04766.01,SIMULATED,K04766,4919550,1,15.223,0.85,0.048,-0.032,0.85,0.041,-0.071,0.29,0.045,-0.085,0.582,0.145,nan,1.276,8.24461,4.02632,0.326,0.656,6.138,189,2.636,0.014,19.137,12.0,cubic
S01933.01,SIMULATED,K01933,9072190,1,15.041,0.929,0.063,-0.037,1.23,0.261,-0.189,-0.153,0.177,-0.196,0.47,0.224,nan,2.021,9.64814,2.80063,0.283,0.041,3.215,226,4.763,0.015,15.128,39.7,cubic
S06511.01,SIMULATED,K06511,5083138,1,15.747,1.195,0.15,-0.14,0.768,0.371,-0.08,0.57,0.265,-0.099,0.381,0.276,nan,1.462,17.52615,0.99509,0.275,0.267,4.772,304,4.393,0.017,39.228,8.1,cubic
S01672.01,SIMULATED,K01672,5269467,1,15.81,0.682,0.066,-0.054,0.683,0.044,-0.06,0.48,0.061,-0.093,0.674,0.072,nan,1.955,12.67154,6.38872,0.275,0.604,4.588,689,6.46,0.026,29.483,23.8,cubic
S02099.01,SIMULATED,K02099,3120355,1,14.999,1.085,0.081,-0.065,1.27,0.215,-0.215,-0.127,0.134,-0.193,0.413,0.26,nan,1.713,2.37782,2.29591,0.014,0.024,2.124,152,2.984,0.012,6.064,23.8,cubic
S04827.01,SIMULATED,K04827,5651846,1,15.401,0.606,0.097,-0.064,0.736,0.163,-0.075,0.33,0.163,-0.104,0.356,0.286,nan,1.817,5.40181,0.25319,0.844,0.544,1.708,511,0.874,0.023,14.89,11.6,cubic
S01854.01,SIMULATED,K01854,9662811,1,13.534,0.877,0.055,-0.055,0.973,0.11,-0.064,0.128,0.101,-0.073,0.453,0.233,nan,2.298,0.289,0.13531,0.574,0.684,6.25,468,0.849,0.022,1.81,50.0,cubic
S04815.01,SIMULATED,K04815,7287677,1,14.965,0.93,0.095,-0.105,0.771,0.23,-0.061,0.457,0.203,-0.084,0.324,0.298,nan,1.285,28.83074,16.66345,0.71,0.614,1.728,233,1.568,0.015,50.116,9.5,cubic
S06342.01,SIMULATED,K06342,3547178,1,12.419,0.839,0.15,-0.112,1.257,0.326,-0.217,-0.225,0.2,-0.215,0.287,0.307,nan,1.181,21.03493,15.66593,0.515,0.505,2.725,74,4.153,0.009,24.062,10.6,cubic
S02401.01,SIMULATED,K02401,10336951,1,14.847,0.51,0.067,-0.038,0.575,0.05,-0.05,0.579,0.077,-0.088,0.641,0.097,nan,1.376,3.36019,1.46871,0.235,0.868,2.903,482,0.803,0.022,13.129,21.0,cubic
S00575.01,SIMULATED,K00575,8367113,1,14.686,1.195,0.156,-0.156,1.526,0.343,-0.114,-0.324,0.232,-0.126,0.319,0.302,nan,2.065,2.20827,1.90114,0.109,0.527,2.859,153,2.554,0.012,4.963,42.5,cubic
S02733.01,SIMULATED,K02733,5953297,1,14.009,0.816,0.029,-0.05,0.726,0.045,-0.03,0.477,0.053,-0.044,0.632,0.105,nan,1.338,26.02619,6.29636,0.538,0.157,6.198,284,3.61,0.017,47.551,17.4,cubic
S01897.01,SIMULATED,K01897,5695524,1,13.952,1.043,0.173,-0.126,1.279,0.384,-0.153,-0.153,0.24,-0.156,0.324,0.303,nan,1.85,18.10534,4.8569,0.312,0.17,1.484,176,4.886,0.013,23.016,38.5,cubic
S06399.01,SIMULATED,K06399,4274071,1,14.725,1.016,0.122,-0.097,1.0,0.31,-0.207,0.157,0.202,-0.22,0.41,0.26,nan,1.237,3.2802,2.77254,0.807,0.726,6.265,128,1.145,0.011,9.344,10.8,cubic
S04202.01,SIMULATED,K04202,5084171,1,15.672,1.133,0.12,-0.108,0.928,0.274,-0.091,0.301,0.218,-0.113,0.386,0.271,nan,1.996,10.8985,9.99192,0.107,0.718,2.579,388,1.829,0.02,23.25,16.1,cubic
