planet_name,disposition,koi_id,kic_id,npl,kep_mag,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,limbdark_1,limbdark_2,pmass,prad,epoch,period,impact,depth,duration,ttv_type
S02243.03,SIMULATED,K02243,4770617,3,14.806,1.3745224775402236,0.047,-0.048,1.3405340337493068,0.046,-0.044,0.3279,0.3061,36.191778937126074,6.3500423139587525,22.615594514681565,33.74453182985198,0.06717199696521409,1885.976127526842,7.056386671195249,rebound
S02243.02,SIMULATED,K02243,4770617,3,14.806,1.3745224775402236,0.047,-0.048,1.3405340337493068,0.046,-0.044,0.3279,0.3061,6.40281866968586,2.458538213496919,1.7964693845390511,9.070758690670042,0.8479162771470049,282.7072061227606,2.4202034503072682,rebound
S02073.01,SIMULATED,K02073,8164257,3,15.565,0.8102436341620328,0.032,-0.039,0.7245537405373083,0.019,-0.019,0.582,0.1451,7.028843665069428,2.545131831721439,50.3774850435863,55.311143904300486,0.6971375456079091,1037.0937120767853,3.8540424578783163,rebound
S02073.02,SIMULATED,K02073,8164257,3,15.565,0.8102436341620328,0.032,-0.039,0.7245537405373083,0.019,-0.019,0.582,0.1451,5.712205246829019,2.0690371071038123,5.708566025715819,7.239059760912252,0.469538331486511,685.3840523458499,2.409377983453449,rebound
S02073.03,SIMULATED,K02073,8164257,3,15.565,0.8102436341620328,0.032,-0.039,0.7245537405373083,0.019,-0.019,0.582,0.1451,6.604802868019469,2.431877655906019,11.893589373980916,18.840333302518662,0.1243626428290107,946.8493398099282,3.7249321573339946,rebound
S02597.01,SIMULATED,K02597,12120307,3,14.79,1.194180780637198,0.045,-0.061,1.017185969372013,0.031,-0.03,0.2947,0.3103,3.772625045975168,1.687246481266428,3.1576506507375064,8.657735292952617,0.11072958664730863,231.25705012601503,3.5516809377316374,rebound
S02597.02,SIMULATED,K02597,12120307,3,14.79,1.194180780637198,0.045,-0.061,1.017185969372013,0.031,-0.03,0.2947,0.3103,3.8920553728963423,1.7263830245548653,11.639606083686163,13.118499784691815,0.2688388112052598,242.10972436875517,3.9536359542691044,rebound
S02597.03,SIMULATED,K02597,12120307,3,14.79,1.194180780637198,0.045,-0.061,1.017185969372013,0.031,-0.03,0.2947,0.3103,2.3658478878075906,1.2852034413525153,4.536478210086415,6.071457812478662,0.8366482761829905,134.17811268892245,1.7390535539775123,rebound
S00316.01,SIMULATED,K00316,8008067,3,12.701,1.111207617459951,0.039,-0.056,1.0439878386217538,0.02,-0.019,0.4785,0.21929999999999997,9.795170771832296,3.0077774142703007,6.5808718314080314,17.961815650049722,0.5985307129663296,697.6524921719464,3.838710923346115,rebound
S00316.02,SIMULATED,K00316,8008067,3,12.701,1.111207617459951,0.039,-0.056,1.0439878386217538,0.02,-0.019,0.4785,0.21929999999999997,6.956699348851232,2.4100221223810934,131.11267018800024,178.9154495538332,0.31630782343787894,447.9090325462877,9.780200429369879,rebound
S00316.03,SIMULATED,K00316,8008067,3,12.701,1.111207617459951,0.039,-0.056,1.0439878386217538,0.02,-0.019,0.4785,0.21929999999999997,5.893037036830912,2.218453007459827,1.5186157102802278,8.31910400700108,0.720832666305306,379.5318519536747,2.569806065827436,rebound
S04084.01,SIMULATED,K04084,3937814,3,15.188,0.9677092434968594,0.039,-0.048,0.8489867732687768,0.022,-0.021,0.5193333333333333,0.1908,5.480091221312087,2.222079192583908,135.19216465321443,236.56276621607142,0.12409400028493249,575.7790494543849,9.562407088469268,rebound
S04084.02,SIMULATED,K04084,3937814,3,15.188,0.9677092434968594,0.039,-0.048,0.8489867732687768,0.022,-0.021,0.5193333333333333,0.1908,4.690844997146157,1.741543454200523,7.681362623197094,11.81869337715847,0.4719380118300259,353.6758643139015,3.128560703536813,rebound
S04084.03,SIMULATED,K04084,3937814,3,15.188,0.9677092434968594,0.039,-0.048,0.8489867732687768,0.022,-0.021,0.5193333333333333,0.1908,2.9413557024313772,1.510019292545567,6.2982833535985,9.027959707583662,0.8498618951446917,265.8898659653185,1.7095826820584894,rebound
S00238.01,SIMULATED,K00238,7219825,3,14.061,1.1463220904210931,0.059,-0.103,1.2808134753926288,0.027,-0.018,0.3447,0.2916,7.32655644610555,2.58776150272183,0.24121924621197555,19.729392017820118,0.10902629260511566,343.0957676133889,5.967315816164417,rebound
S00238.02,SIMULATED,K00238,7219825,3,14.061,1.1463220904210931,0.059,-0.103,1.2808134753926288,0.027,-0.018,0.3447,0.2916,3.582176482752119,1.530821357950907,0.3560792300844003,30.572154260250745,0.2337771702097938,120.06485229987278,6.753588633658309,rebound
S00238.03,SIMULATED,K00238,7219825,3,14.061,1.1463220904210931,0.059,-0.103,1.2808134753926288,0.027,-0.018,0.3447,0.2916,5.893037036830912,2.219828222042226,156.65995595399983,415.6159039740001,0.2553136078442619,252.46757137047337,16.029403916954777,rebound
S00775.01,SIMULATED,K00775,11754553,3,15.095,0.662809643777174,0.017,-0.016,0.6588987886520872,0.022,-0.025,0.6834000000000001,0.0718,5.480091221312087,2.001165601068269,6.4415620769080375,18.13640788371789,0.09285421867732324,775.2955321710826,3.5888242513497017,rebound
S00775.02,SIMULATED,K00775,11754553,3,15.095,0.662809643777174,0.017,-0.016,0.6588987886520872,0.022,-0.025,0.6834000000000001,0.0718,5.653574956945291,2.2679337234392025,2.591387200867399,8.722334175113472,0.2612540893573657,995.7766562967196,2.7255953034610623,rebound
S00775.03,SIMULATED,K00775,11754553,3,15.095,0.662809643777174,0.017,-0.016,0.6588987886520872,0.022,-0.025,0.6834000000000001,0.0718,5.954150663588532,2.08753197163987,2.95798811071928,40.34451752745028,0.32553207514806454,843.6600698268219,4.448783586404199,rebound
S02045.01,SIMULATED,K02045,6026438,3,15.549,0.6481424170393648,0.029,-0.03,0.725735389750546,0.015,-0.016,0.627,0.1082,5.096630096945999,1.9919652280420044,2.791519740424474,5.972436376892677,0.7966698774251411,633.2067627906007,1.669338703134529,rebound
S02045.02,SIMULATED,K02045,6026438,3,15.549,0.6481424170393648,0.029,-0.03,0.725735389750546,0.015,-0.016,0.627,0.1082,3.2292891866832467,1.4908445786435114,20.69765686787429,26.39912413742234,0.43395956923415757,354.68823176020175,4.083781898426544,rebound
S02045.03,SIMULATED,K02045,6026438,3,15.549,0.6481424170393648,0.029,-0.03,0.725735389750546,0.015,-0.016,0.627,0.1082,2.177483065757719,1.2952131354516478,13.14334331609485,18.469135867506377,0.45013024533063806,267.7099536152309,3.5930598517058363,rebound
S04288.04,SIMULATED,K04288,4548011,3,12.4,1.0619851392637445,0.064,-0.077,1.3060794523709964,0.031,-0.033,0.36610000000000004,0.2844,2.8224414764266994,1.481017362528548,14.889940316659736,15.121838065963507,0.01862954040127787,108.07363209083859,5.745706271920664,rebound
S04288.01,SIMULATED,K04288,4548011,3,12.4,1.0619851392637445,0.064,-0.077,1.3060794523709964,0.031,-0.033,0.36610000000000004,0.2844,5.954150663588532,2.38693457110366,0.9670375356035145,6.8124017852676175,0.3099512288756083,280.72460318028965,4.188192642712859,rebound
S04288.02,SIMULATED,K04288,4548011,3,12.4,1.0619851392637445,0.064,-0.077,1.3060794523709964,0.031,-0.033,0.36610000000000004,0.2844,5.594944667061562,2.2373369729885,6.031986226471354,9.850777920487815,0.47897979628989373,246.63928152599473,4.372937285192107,rebound
S01426.02,SIMULATED,K01426,11122894,3,14.232,0.8055821052179063,0.036,-0.047,0.9063178263433146,0.02,-0.019,0.4341,0.24339999999999998,43.162633970535424,6.644093984462041,75.8074167313682,83.57196120610531,0.7421483018666577,4516.9900242576605,5.181158770353382,rebound
S01426.03,SIMULATED,K01426,11122894,3,14.232,0.8055821052179063,0.036,-0.047,0.9063178263433146,0.02,-0.019,0.4341,0.24339999999999998,34.71366759433909,6.378875664684186,90.9071736232729,167.221290302606,0.2537486697309182,4163.570006083808,9.424284992947339,rebound
S01426.01,SIMULATED,K01426,11122894,3,14.232,0.8055821052179063,0.036,-0.047,0.9063178263433146,0.02,-0.019,0.4341,0.24339999999999998,7.720227221071955,2.883789225976561,23.433999403485128,43.391368117449026,0.1890381607279427,850.9511450019719,6.099336040415902,rebound
S00829.01,SIMULATED,K00829,5358241,3,15.386,0.8830411509875545,0.068,-0.062,0.9616133277955963,0.06,-0.057,0.4191,0.2555,10.979420308026317,3.138060324593343,15.605318605708415,19.650143435014687,0.5591652779631533,895.0767362534497,4.070807007555332,rebound
S00829.02,SIMULATED,K00829,5358241,3,15.386,0.8830411509875545,0.068,-0.062,0.9616133277955963,0.06,-0.057,0.4191,0.2555,8.648961501411774,2.9171742679053883,9.762814929856296,10.280090201048365,0.8388097974438831,773.5037823523942,2.153657307043459,rebound
S00829.03,SIMULATED,K00829,5358241,3,15.386,0.8830411509875545,0.068,-0.062,0.9616133277955963,0.06,-0.057,0.4191,0.2555,10.317046472384046,3.4376744293580344,14.722397936572934,40.63119247845778,0.5063860950904076,1074.155560719898,5.393957581011938,rebound
S00757.01,SIMULATED,K00757,10910878,3,15.841,0.7618632947941645,0.036,-0.039,0.7618858359663537,0.023,-0.024,0.582,0.1451,24.90992227143722,5.168271687979689,7.0313500200984995,17.354490782847815,0.8759792468456593,3867.670905339986,1.8910909613004032,rebound
S00757.02,SIMULATED,K00757,10910878,3,15.841,0.7618632947941645,0.036,-0.039,0.7618858359663537,0.023,-0.024,0.582,0.1451,14.377504590142795,4.071386963116757,13.092178251306377,44.484611141449165,0.3070550816549928,2400.178854249881,5.1067412037259725,rebound
S00757.03,SIMULATED,K00757,10910878,3,15.841,0.7618632947941645,0.036,-0.039,0.7618858359663537,0.023,-0.024,0.582,0.1451,7.32655644610555,2.6404435986563954,0.8767041496120207,6.7574813590224565,0.5731420718432726,1009.5146650332101,2.3455554556953135,rebound
S00750.01,SIMULATED,K00750,10662202,3,15.377,0.8023088450272841,0.03,-0.023,0.9539141827046617,0.028,-0.026,0.582,0.1451,9.015295781181866,2.8969651068616793,1.2688693803145166,23.350993225574722,0.5097391761358177,775.187138112022,4.581332766258301,rebound
S00750.02,SIMULATED,K00750,10662202,3,15.377,0.8023088450272841,0.03,-0.023,0.9539141827046617,0.028,-0.026,0.582,0.1451,2.1106655389003737,1.2753434749894719,3.1055130626471255,5.428194614019117,0.25190794486313645,150.23611994568512,3.1697161133825955,rebound
S00750.03,SIMULATED,K00750,10662202,3,15.377,0.8023088450272841,0.03,-0.023,0.9539141827046617,0.028,-0.026,0.582,0.1451,2.6515969299070465,1.3644980176385808,13.332478178025815,15.596551958249146,0.4250159242954068,171.97520976750715,4.217176247400939,rebound
S01332.01,SIMULATED,K01332,4455231,3,15.151,0.9541410820741294,0.069,-0.068,1.002728695052161,0.04,-0.038,0.4133,0.26,7.716907147181495,2.794151098513926,15.258360126205416,21.522451412780743,0.08165379518357474,652.6367573258907,5.125741846407658,rebound
S01332.02,SIMULATED,K01332,4455231,3,15.151,0.9541410820741294,0.069,-0.068,1.002728695052161,0.04,-0.038,0.4133,0.26,3.932417857960082,1.6393652285274811,1.9197505629581988,6.796365239778645,0.7470656720793691,224.6586751925775,2.3282079214312374,rebound
S01332.03,SIMULATED,K01332,4455231,3,15.151,0.9541410820741294,0.069,-0.068,1.002728695052161,0.04,-0.038,0.4133,0.26,11.805491805490165,3.4088634656013195,5.471275300597846,63.136113148844466,0.7573845802027265,971.384051162842,4.807378822924817,rebound
S00567.01,SIMULATED,K00567,7445445,3,14.338,0.9186255786387194,0.03,-0.039,0.8486555777133846,0.017,-0.016,0.3728,0.2787,8.299298058178952,2.934460945844326,5.60423886480495,12.053554066274888,0.0900039242342948,1004.9220359546517,3.618758162950733,rebound
S00567.02,SIMULATED,K00567,7445445,3,14.338,0.9186255786387194,0.03,-0.039,0.8486555777133846,0.017,-0.016,0.3728,0.2787,2.5705073514755057,1.3372890923886762,4.813009191480829,22.89786375294673,0.5409530023690056,208.70185357070406,3.78479948507334,rebound
S00567.03,SIMULATED,K00567,7445445,3,14.338,0.9186255786387194,0.03,-0.039,0.8486555777133846,0.017,-0.016,0.3728,0.2787,11.563147780068421,3.3097411508298444,26.61436436746993,32.7289297387704,0.8273039897914322,1278.3911663232163,2.8476724787251313,rebound
S02585.01,SIMULATED,K02585,7673841,3,13.455,0.9959802736860188,0.07,-0.067,1.1186029216542395,0.025,-0.024,0.3928,0.2676,2.7639076219363186,1.3993179358150853,1.0084857037769699,5.820251174716959,0.7725269770229575,131.5284022067907,2.3223562139210556,rebound
S02585.03,SIMULATED,K02585,7673841,3,13.455,0.9959802736860188,0.07,-0.067,1.1186029216542395,0.025,-0.024,0.3928,0.2676,10.758660688891723,3.158242760664806,8.373844288204618,8.583366179513744,0.2928227024720351,670.0045646741638,3.9806282605839027,rebound
S02585.02,SIMULATED,K02585,7673841,3,13.455,0.9959802736860188,0.07,-0.067,1.1186029216542395,0.025,-0.024,0.3928,0.2676,1.5787279844137618,1.1824757984606593,7.134979537932492,11.354530169652637,0.46185566931453803,93.92285048588084,4.053584240867473,rebound
S02028.01,SIMULATED,K02028,7102316,3,15.99,0.8688953551694585,0.047,-0.053,0.8339199095918237,0.035,-0.032,0.3928,0.2676,13.79327830220278,3.6209101927471092,40.46606735333257,60.35423035653337,0.6805821040308848,1584.6212044388712,4.559268071433558,rebound
S02028.02,SIMULATED,K02028,7102316,3,15.99,0.8688953551694585,0.047,-0.053,0.8339199095918237,0.035,-0.032,0.3928,0.2676,12.052914951906896,3.588540874747446,1.0166612650877318,39.065998302013924,0.7024219268606693,1556.4162304218087,3.8313079222455206,rebound
S02028.03,SIMULATED,K02028,7102316,3,15.99,0.8688953551694585,0.047,-0.053,0.8339199095918237,0.035,-0.032,0.3928,0.2676,3.4722549972039642,1.626803543112724,108.912275812909,150.27946477757573,0.7999729660763949,319.8601786704238,5.060864541847797,rebound
S01647.01,SIMULATED,K01647,11153121,3,14.167,1.2052133570127033,0.103,-0.074,1.4871870541135956,0.12,-0.116,0.39726666666666666,0.2672333333333334,10.979420308026317,3.449604548946294,6.430730523309214,16.50320697610588,0.18866433908890262,452.2161546422247,6.342692196325934,rebound
S01647.02,SIMULATED,K01647,11153121,3,14.167,1.2052133570127033,0.103,-0.074,1.4871870541135956,0.12,-0.116,0.39726666666666666,0.2672333333333334,8.384464045516498,2.893438685165204,33.003727343642325,35.581122828389994,0.1898997066308473,318.1529952845607,8.191846262032897,rebound
S01647.03,SIMULATED,K01647,11153121,3,14.167,1.2052133570127033,0.103,-0.074,1.4871870541135956,0.12,-0.116,0.39726666666666666,0.2672333333333334,1.715297044594155,1.1567167582046238,2.571334856208138,6.978983254804198,0.11444552896650455,50.846551552293796,4.815905886753942,rebound
S02369.01,SIMULATED,K02369,5602588,3,15.832,0.9461102987941284,0.069,-0.068,0.8960202714411273,0.087,-0.079,0.34759999999999996,0.29033333333333333,7.176156343264998,2.4615460950128516,1.9447736670252376,12.616383662371927,0.6295031504576474,634.335353585339,2.9969870207859564,rebound
S02369.02,SIMULATED,K02369,5602588,3,15.832,0.9461102987941284,0.069,-0.068,0.8960202714411273,0.087,-0.079,0.34759999999999996,0.29033333333333333,5.149484600917335,1.9289385142349995,3.1765753097135567,7.231143886658713,0.214664334173252,389.5289499904107,3.1291529170342938,rebound
S02369.03,SIMULATED,K02369,5602588,3,15.832,0.9461102987941284,0.069,-0.068,0.8960202714411273,0.087,-0.079,0.34759999999999996,0.29033333333333333,1.2566641311191231,1.1014170269372376,4.137341163766689,8.276775946653341,0.3636682479390964,127.00082528839066,3.1219005143012746,rebound
S00283.01,SIMULATED,K00283,5695396,3,11.525,1.0108130763855128,0.049,-0.062,0.9637064085638591,0.019,-0.018,0.4154333333333333,0.2571333333333333,4.889529813035576,1.9985619009037945,2.6323137022932985,18.500674623798574,0.27959863787181977,361.4800682895393,4.426526044204769,rebound
S00283.02,SIMULATED,K00283,5695396,3,11.525,1.0108130763855128,0.049,-0.062,0.9637064085638591,0.019,-0.018,0.4154333333333333,0.2571333333333333,14.52660622377184,3.799471717951685,9.583056535805385,29.330334461138523,0.09072435260705208,1306.4583823649514,5.354092968225266,rebound
S00283.03,SIMULATED,K00283,5695396,3,11.525,1.0108130763855128,0.049,-0.062,0.9637064085638591,0.019,-0.018,0.4154333333333333,0.2571333333333333,11.805491805490165,3.3118123537835515,3.2628404083445006,10.914815436956797,0.8020327072099818,992.6144453699969,2.3090910643811045,rebound
S01576.01,SIMULATED,K01576,5299459,3,14.072,0.9562331753007252,0.044,-0.057,0.9092938303184119,0.018,-0.018,0.4564,0.2322,10.53327432142102,3.217210291947315,0.4008779255067247,11.580939455932079,0.5274400728177253,1052.1775993406388,3.220475228213833,rebound
S01576.02,SIMULATED,K01576,5299459,3,14.072,0.9562331753007252,0.044,-0.057,0.9092938303184119,0.018,-0.018,0.4564,0.2322,7.796935183687723,2.599854440086974,13.263440255404975,14.550038601890808,0.19502118466570936,687.1130861309482,4.011521546379646,rebound
S01576.03,SIMULATED,K01576,5299459,3,14.072,0.9562331753007252,0.044,-0.057,0.9092938303184119,0.018,-0.018,0.4564,0.2322,1.7879499413980757,1.1836376308947363,2.8543888273885947,25.949400919271223,0.15746140143944917,142.4189176488715,4.898465801162284,rebound
S00260.02,SIMULATED,K00260,8292840,3,10.5,0.9785242083932282,0.07,-0.078,1.3767487652892225,0.028,-0.027,0.3153,0.3023,7.328132512028061,2.4881003170903386,4.145231320666479,106.98648287628572,0.6378400223607529,274.5143320448997,9.203782264265069,rebound
S00260.03,SIMULATED,K00260,8292840,3,10.5,0.9785242083932282,0.07,-0.078,1.3767487652892225,0.028,-0.027,0.3153,0.3023,2.972178623433613,1.4609034002635157,15.775797520601069,23.32795084451674,0.49851920980794356,94.63945921251626,6.235579182942057,rebound
S00260.01,SIMULATED,K00260,8292840,3,10.5,0.9785242083932282,0.07,-0.078,1.3767487652892225,0.028,-0.027,0.3153,0.3023,2.8514048915682273,1.3718578851395933,9.064419314880583,11.198973112857487,0.8846431316853707,83.45406540060343,2.6258953674899668,rebound
S00518.01,SIMULATED,K00518,8017703,3,14.287,0.711462940597546,0.031,-0.02,0.6819417081643433,0.013,-0.012,0.5856,0.1392,5.480091221312087,2.163416077223234,9.262084132761847,16.07229292332232,0.28802946405379914,845.910159485441,3.3511035660328665,rebound
S00518.02,SIMULATED,K00518,8017703,3,14.287,0.711462940597546,0.031,-0.02,0.6819417081643433,0.013,-0.012,0.5856,0.1392,3.3311607874905254,1.5689972736792213,47.695115443286355,50.5782249490282,0.6332397911463921,444.9267458176213,3.9689419633330805,rebound
S00518.03,SIMULATED,K00518,8017703,3,14.287,0.711462940597546,0.031,-0.02,0.6819417081643433,0.013,-0.012,0.5856,0.1392,6.4692189770198,2.3346759542558977,127.47995499428535,284.3314817742857,0.8509681205263453,985.1386453326625,4.789083098393096,rebound
S06145.01,SIMULATED,K06145,6221385,3,14.263,1.030163588323257,0.067,-0.077,1.0684206591586372,0.031,-0.03,0.2893,0.3105,16.451754198903636,4.301833230927509,13.336290005540741,22.17176584045034,0.3653624706828656,1362.5775452379737,5.021830295238826,rebound
S06145.02,SIMULATED,K06145,6221385,3,14.263,1.030163588323257,0.067,-0.077,1.0684206591586372,0.031,-0.03,0.2893,0.3105,5.954150663588532,2.3450098939899826,25.157885542050256,36.80347452806404,0.36206421543542966,404.89596265161987,5.954374477991643,rebound
S06145.03,SIMULATED,K06145,6221385,3,14.263,1.030163588323257,0.067,-0.077,1.0684206591586372,0.031,-0.03,0.2893,0.3105,7.480108680791123,2.6878054408794005,8.15229759963063,8.240816054100296,0.2447206025906064,531.9241949255469,3.761216248639521,rebound
S02195.01,SIMULATED,K02195,11401767,3,14.881,1.3007641152432665,0.066,-0.071,1.319321619925394,0.052,-0.052,0.3729,0.2826,4.4535641023069115,1.8616946531392236,7.305664618991032,22.68106502903889,0.5910076376812803,167.36097053706877,5.009730495981914,rebound
S02195.02,SIMULATED,K02195,11401767,3,14.881,1.3007641152432665,0.066,-0.071,1.319321619925394,0.052,-0.052,0.3729,0.2826,4.992006090243867,2.2356305378856356,28.011292454867217,34.035277146485896,0.882683166871437,241.34446846717594,3.3413789819036204,rebound
S02195.03,SIMULATED,K02195,11401767,3,14.881,1.3007641152432665,0.066,-0.071,1.319321619925394,0.052,-0.052,0.3729,0.2826,2.517739782856033,1.3718730946335276,6.667427322687508,7.747951060072763,0.21807105381260014,90.87933914760282,4.236710610255079,rebound
S00314.01,SIMULATED,K00314,7603200,3,12.925,0.5362244270197097,0.012,-0.012,0.5287584325225699,0.013,-0.014,0.3402,0.37189999999999995,2.5438499546402276,1.3364143856756836,2.0752679922406774,14.531963519905503,0.020421407036991104,536.9159583612035,2.8822478573354435,rebound
S00314.02,SIMULATED,K00314,7603200,3,12.925,0.5362244270197097,0.012,-0.012,0.5287584325225699,0.013,-0.014,0.3402,0.37189999999999995,2.0890015882812976,1.270104257230079,0.2839415072227373,24.341094540066802,0.3909802604831472,484.95648587889957,3.151413170170994,rebound
S00314.03,SIMULATED,K00314,7603200,3,12.925,0.5362244270197097,0.012,-0.012,0.5287584325225699,0.013,-0.014,0.3402,0.37189999999999995,2.491629611071839,1.3995528707954212,4.494447940423745,10.87002274477567,0.4186842976363051,588.8472448849802,2.3768516614008446,rebound
S02352.01,SIMULATED,K02352,8013439,3,10.421,1.3285844527281192,0.066,-0.082,1.4594125845786108,0.029,-0.028,0.3098,0.3036,2.972178623433613,1.4427641124485655,13.962188714358854,15.061401506127213,0.2652087571645258,82.14348608104426,5.738287435792451,rebound
S02352.02,SIMULATED,K02352,8013439,3,10.421,1.3285844527281192,0.066,-0.082,1.4594125845786108,0.029,-0.028,0.3098,0.3036,3.296969627652857,1.5656719864138322,5.136945594672174,6.331867520639112,0.519570741446007,96.73508774665274,3.809157979890913,rebound
S02352.03,SIMULATED,K02352,8013439,3,10.421,1.3285844527281192,0.066,-0.082,1.4594125845786108,0.029,-0.028,0.3098,0.3036,1.5625238608968197,1.1255477167497103,1.1239798058262935,9.286704347090476,0.883034359653454,49.99312565072936,2.3771801606225873,rebound
S00806.01,SIMULATED,K00806,3832474,3,15.403,0.9485663549432021,0.039,-0.042,0.8815680083526283,0.029,-0.027,0.4710666666666667,0.22296666666666667,39.564606871156975,9.057517626265824,127.09594663600019,157.23978607533328,0.5637669350830264,8872.487053039045,7.2560613228901625,rebound
S00806.02,SIMULATED,K00806,3832474,3,15.403,0.9485663549432021,0.039,-0.042,0.8815680083526283,0.029,-0.027,0.4710666666666667,0.22296666666666667,211.0395771388439,10.06027598664261,24.03218868426644,66.04202926651305,0.11450139105255716,10945.781855511523,6.5423656881693315,rebound
S00806.03,SIMULATED,K00806,3832474,3,15.403,0.9485663549432021,0.039,-0.042,0.8815680083526283,0.029,-0.027,0.4710666666666667,0.22296666666666667,4.1848864987573675,1.9474750489947545,8.918807280658532,32.069710412299635,0.05955936864290969,410.1765264603991,5.159311552315325,rebound
S02037.01,SIMULATED,K02037,9634821,3,15.213,0.6802404013618176,0.037,-0.032,0.7817341732127924,0.017,-0.017,0.6039,0.1324,24.398569509886364,5.1119309896698235,48.304367004789356,81.81874980829828,0.656482885623995,3594.102108661309,5.283665508411217,rebound
S02037.03,SIMULATED,K02037,9634821,3,15.213,0.6802404013618176,0.037,-0.032,0.7817341732127924,0.017,-0.017,0.6039,0.1324,7.960345761352788,2.8701582525623537,1.6965483712720015,9.48375960943118,0.8939821779360259,1133.005800060349,1.5311297343415111,rebound
S02037.02,SIMULATED,K02037,9634821,3,15.213,0.6802404013618176,0.037,-0.032,0.7817341732127924,0.017,-0.017,0.6039,0.1324,8.2123471357534,2.7041654275013878,1.4033845426168485,6.069451670310494,0.4650783038735562,1005.7428618103471,2.606306096166675,rebound
S00934.01,SIMULATED,K00934,9334289,3,15.843,0.9242128500369787,0.055,-0.058,0.7917524000224696,0.052,-0.046,0.4695,0.224,18.632033666488855,4.384859720646227,0.6740089489271278,6.152002596948292,0.24527689100256567,2577.930902924414,2.621012620524249,rebound
S00934.02,SIMULATED,K00934,9334289,3,15.843,0.9242128500369787,0.055,-0.058,0.7917524000224696,0.052,-0.046,0.4695,0.224,9.698803728156886,2.921601164735318,6.607493570303724,13.099527139244405,0.16800546014060194,1144.4629098260014,3.4292646047473445,rebound
S00934.03,SIMULATED,K00934,9334289,3,15.843,0.9242128500369787,0.055,-0.058,0.7917524000224696,0.052,-0.046,0.4695,0.224,11.565635208276625,3.305303764944753,10.995184484507215,19.79699211893361,0.047800893570488404,1464.814468832636,3.986689535376546,rebound
S00156.01,SIMULATED,K00156,10925104,3,13.738,0.6568325787252448,0.029,-0.022,0.7360277302467558,0.011,-0.012,0.4639,0.2589,2.491629611071839,1.3416904600352042,3.2998015043123425,8.907761990052993,0.31518433770186866,279.28972036741686,3.023655680194191,rebound
S00156.02,SIMULATED,K00156,10925104,3,13.738,0.6568325787252448,0.029,-0.022,0.7360277302467558,0.011,-0.012,0.4639,0.2589,6.956699348851232,2.5605399021622417,2.1208971911503025,5.746863831784871,0.2892146516571132,1017.2164709907679,2.635462228331744,rebound
S00156.03,SIMULATED,K00156,10925104,3,13.738,0.6568325787252448,0.029,-0.022,0.7360277302467558,0.011,-0.012,0.4639,0.2589,5.594944667061562,2.165809402116725,1.913171878196814,13.041687633589468,0.009290239153610625,727.7643156758726,3.617912390056577,rebound
S00116.01,SIMULATED,K00116,8395660,4,12.882,1.0256047323085782,0.066,-0.068,0.9856366693415053,0.024,-0.023,0.3928,0.2676,9.204241136852685,3.0056895454636745,7.868994499796797,15.564297201486957,0.4752697875948561,781.6155267286749,3.89762935652444,rebound
S00116.02,SIMULATED,K00116,8395660,4,12.882,1.0256047323085782,0.066,-0.068,0.9856366693415053,0.024,-0.023,0.3928,0.2676,9.109768459017275,2.9017551303579143,48.50602152792365,50.293594494310454,0.06851864038340834,728.4948038949992,6.533481240722481,rebound
S00116.04,SIMULATED,K00116,8395660,4,12.882,1.0256047323085782,0.066,-0.068,0.9856366693415053,0.024,-0.023,0.3928,0.2676,3.098067831656574,1.4768802932653091,15.117549581957764,27.501569066458828,0.482178920462659,188.71026634333174,4.691937653192842,rebound
S00116.03,SIMULATED,K00116,8395660,4,12.882,1.0256047323085782,0.066,-0.068,0.9856366693415053,0.024,-0.023,0.3928,0.2676,7.558493895733195,2.601330164755321,4.614607693499269,7.072934861172434,0.0958200072973183,585.4581964735811,3.3897446661277915,rebound
S00152.01,SIMULATED,K00152,8394721,4,13.914,1.060304104214135,0.044,-0.052,1.4361025260921603,0.035,-0.035,0.3201,0.305,32.62645515407432,6.562765584748161,33.46179000618253,57.19287031848385,0.21248712460776997,1755.2603122758217,9.625078349799523,rebound
S00152.02,SIMULATED,K00152,8394721,4,13.914,1.060304104214135,0.044,-0.052,1.4361025260921603,0.035,-0.035,0.3201,0.305,11.563147780068421,3.3997178349770465,28.4513325900212,30.080424981073193,0.45180374887361746,471.03534497172603,7.093612684036428,rebound
S00152.03,SIMULATED,K00152,8394721,4,13.914,1.060304104214135,0.044,-0.052,1.4361025260921603,0.035,-0.035,0.3201,0.305,7.176156343264998,2.679520183482773,9.374080602984916,14.81993413744853,0.2947660693129348,292.60504828492753,5.998709719695337,rebound
S00152.04,SIMULATED,K00152,8394721,4,13.914,1.060304104214135,0.044,-0.052,1.4361025260921603,0.035,-0.035,0.3201,0.305,8.648961501411774,2.84719508561048,69.95188712450278,88.96577566757482,0.1831613808002708,330.37121461359243,11.22144825572475,rebound
S00245.01,SIMULATED,K00245,8478994,4,9.705,0.7357865135845917,0.047,-0.036,0.8325067471036366,0.014,-0.014,0.3215,0.1859,4.642198679713949,2.0200383060257856,20.925880286456735,45.03589548051994,0.2566077862748169,494.85997368958147,5.755661852825562,rebound
